beta_0,beta_1,beta_2,rho
1.8865109571772585,3.1005718634381054,0.7944835218359856,0.0
1.508083465121801,2.360516327618878,1.1148951609903137,0.0
1.4785259240055602,2.742308582753861,0.8247677996676734,0.0
2.339127962136361,3.2259088696486615,0.3935243825044846,0.0
2.0226476011132455,3.0497519880983437,0.9147997561257716,0.0
2.2960318494304763,2.5002687839282993,0.5246556513779466,0.0
2.1462282387917546,2.3142738230552697,0.8291786706533796,0.0
2.079914848215278,3.235135467317553,0.30432900950996244,0.0
1.914896390509438,2.710832414707989,1.2880405309540128,0.0
1.2780519337956422,2.794775508036145,0.008337268475342913,0.0
2.8915502231451384,3.3368969178814103,1.179138116185384,0.0
1.6529552873389615,2.088113829573287,-0.01997869978305411,0.0
1.5141414665090223,3.089205490611194,1.0905333373902515,0.0
1.5020838373344474,3.0852144470383287,0.33333891598564636,0.0
2.305274528960453,2.623794590843582,0.5093219483540674,0.0
1.4767226179359754,2.817806259154588,0.13799388571226334,0.0
2.4475728230790983,2.5600316809228723,0.7946641975822126,0.0
2.3002020335944784,2.7698492584144794,0.8508691307504879,0.0
2.291217275598557,3.201339266290545,0.21205832696793842,0.0
1.8928468990997847,2.656773680727797,0.43740820508458367,0.0
2.6304445478248795,3.1122135973093332,1.103039592253733,0.0
1.3938141684424523,2.6310756981558776,0.10851929330616182,0.0
2.3324452089922243,3.8365830948417345,0.5411120125144071,0.0
1.9724387698818024,3.186537904934922,0.058544710459461066,0.0
2.62122204580549,2.205873457073756,1.2455530641800245,0.0
2.2636307274350504,2.4602284627773647,0.7000440290458805,0.0
2.9697625037142394,2.2444956138310506,0.5757815991370392,0.0
1.7913167551594138,3.4009609844590756,-0.01852503151929616,0.0
2.070572414039339,3.158288703574578,0.35868808509037925,0.0
0.6051920536547504,3.365956180730766,0.29959652610821247,0.0
1.527473642603514,2.674947019049915,-0.10902042153918078,0.0
2.0505468216845397,2.7066126279125218,0.4751864103916619,0.0
2.059703592236062,3.084466688899712,0.4763883753185759,0.0
2.168399956590878,3.3450718424504653,1.3862097958005255,0.0
1.5236621438526072,3.2418068980025323,0.4082919315542381,0.0
2.441758413150242,2.8971545291866145,0.2202193545256312,0.0
2.222505069790195,2.9321495324515676,0.32413235146584823,0.0
2.040841382472939,2.91767150168032,0.7349380176962456,0.0
1.8558586059434732,2.112333847551498,0.2754168431111571,0.0
1.7990541627233503,2.598728700599803,0.09222928679326178,0.0
2.01377898755921,2.704192944718111,0.4757900354155692,0.0
2.746266957361544,2.8899248109550166,0.995014758059857,0.0
1.989859795900375,3.225493045143706,1.2353323628870077,0.0
1.878630341090739,2.950369184511233,0.15191756502151665,0.0
2.2572979309268706,2.9125073680576254,-0.05015189808999171,0.0
1.8458371051499372,4.255133274047101,0.2582694413506026,0.0
1.7393364228332653,2.552425688325438,-0.0027365573518995656,0.0
2.0252112140991256,2.846187502598363,0.6595895610460076,0.0
1.9995257005975149,3.1806691835574314,0.18281007983891112,0.0
2.2075334845886827,2.8151475437715505,0.7724202818178678,0.0
1.7342274298776017,3.2964242937041908,0.47601933176555633,0.0
2.4095021091906665,2.760226834461381,0.32268785456507076,0.0
2.4041133269795916,2.6475125708858434,0.9610342412465992,0.0
1.8303562136042557,3.626141352074061,0.5389586434860685,0.0
1.1209724662802412,3.0642446524985654,-1.042280492196291,0.0
1.1535295579517766,2.9320336976920163,0.22523977115257107,0.0
1.1771762919641893,3.170796824582921,0.5917349060759373,0.0
1.9708529861600115,3.062954959381511,0.36058303659240637,0.0
2.4817774644406407,2.464036251547144,0.6045117414557596,0.0
1.7973994170176046,2.703856115221285,1.2675281492179864,0.0
2.0528959243924643,3.272264090889147,0.27743431962319043,0.0
2.0372644153310966,2.4035134576660027,0.38723050991913033,0.0
2.4554024614956367,3.39692558401431,0.3916126086872444,0.0
2.0372212230974487,2.4577309600615496,0.6759614388985477,0.0
1.5362288905580432,3.1153272508378356,0.37835855986243794,0.0
1.7913057931828351,3.048178954619913,0.14992364846878686,0.0
1.9337079587048318,2.9764512934773157,-0.09402024339181647,0.0
2.2339914292882312,3.969194624132934,0.4896508697821985,0.0
1.1985504555493873,3.6377340701197474,1.3846970346933458,0.0
2.5694048741803113,1.7705410447988794,0.7305769922506843,0.0
1.6708418702379972,3.2655569085729352,0.9273891947387842,0.0
1.4117498053959976,3.5485524758848457,0.37752655512993616,0.0
2.235870630999838,2.9079363546549324,1.2076854170343272,0.0
1.074670555781496,2.853449146254994,0.5799799463207445,0.0
2.151611615817526,3.129267706179447,0.676460728805284,0.0
2.5280378789551534,3.3262420846017733,-0.012146911716056946,0.0
1.592444287348398,2.7459822360703243,0.35946859647909174,0.0
2.3477185169037385,3.4098932503960167,0.8922257901842948,0.0
1.9766698764830481,3.101067808859027,0.613398131279447,0.0
1.8272609080065378,3.400418804010998,0.158442446749586,0.0
2.188018393087839,3.672903049011566,0.7355116217273449,0.0
1.4075727914786142,3.4422093141338976,0.9761022730507803,0.0
1.5919756736963282,2.754296644814145,1.0247025878583362,0.0
2.291167900419832,3.6835931369761585,0.14665925110589528,0.0
1.8293062896096082,3.396915191434189,0.45826487747779043,0.0
1.6852670554869074,3.195556636269066,0.5729766180130353,0.0
1.9434396676921395,2.8824152719250784,0.9982732264979182,0.0
1.8811911233544392,3.4962168614086435,0.17530925148011828,0.0
2.1233451738604656,3.1662640956941246,0.01371942430951928,0.0
2.2923443771253726,2.8317811222100473,0.8469764566241849,0.0
1.6134001145978227,3.2392714667461084,-0.1018295206244774,0.0
2.3879972246117043,2.453003489346037,0.7648794163844632,0.0
2.15107089117816,3.7645793273773815,0.8957935397813651,0.0
1.958352788729654,2.7698408343055263,1.334056722397203,0.0
1.7009373571895292,3.351427404504174,0.11754347311499727,0.0
1.759066453231212,2.9410606823189602,0.5209282333556732,0.0
2.271829737462177,2.549615580685076,0.36916410682760953,0.0
2.376696869444409,3.0625107279375947,0.09443914367373332,0.0
2.750363264424176,3.4553517170338837,0.8367137556911108,0.0
2.691528451496498,3.3992596642681274,0.9015912541319361,0.0
1.0726548397290725,2.9479516966690933,0.7570227790270054,0.0
1.9384960307377648,2.768411233357805,0.17295620603884954,0.0
1.6188874698258788,3.7186904975463486,0.888204811418754,0.0
2.3963063235458053,2.7609923386108153,0.1031544527302778,0.0
2.412173577016964,2.9454535903221766,0.5375349463279702,0.0
2.3503732621551463,3.0966306454448906,-0.2008433130398548,0.0
2.022741110845328,2.67571860732325,0.3141777449306372,0.0
1.9577912585900163,2.7831908960602423,-0.11757329698322058,0.0
1.2310006148265271,3.828420458174865,0.9705981974687747,0.0
1.8728405765409222,2.4689130795038525,0.4312363864112249,0.0
1.6066301615113046,3.719672096425698,0.17300659360742565,0.0
1.479577424154162,2.8099020357683617,-0.439686000479687,0.0
1.486311209818715,3.1756316262280024,0.3908040478425668,0.0
2.5530890738841894,3.1210172775633698,0.3347839324129004,0.0
2.289287757151555,2.018743014952792,0.15146574994465503,0.0
1.8652520217631943,2.580682320411343,0.6061369877578122,0.0
2.0865355250350746,2.987576128219005,0.9274176883292174,0.0
2.403170488340428,2.924303534387236,-0.6609699882715379,0.0
2.178413515552729,2.536671868434078,0.659535312909692,0.0
1.7722757460652463,3.0547455371874097,0.7232505930689799,0.0
2.436312560589597,2.629532997385983,0.469921336407463,0.0
1.6519681905924795,3.0656948553021293,0.8394590944683452,0.0
1.3493121183162526,3.9813020289595107,0.49360156330974087,0.0
2.3325881530241594,2.6265316984649894,0.6166524069459985,0.0
1.9807697775515747,3.6753597468417616,0.3663798608019305,0.0
2.3773714418972487,3.041166847396995,0.7965169735648567,0.0
2.6788972261244113,2.8933215199618174,0.7568008666671244,0.0
1.884713229553693,3.310386879884982,-0.4264885114315244,0.0
1.2730491728630853,3.146906568371564,1.6885771353781784,0.0
2.331659065558011,4.0653151558630976,0.8061803640499348,0.0
2.255497507646809,3.23331816290811,0.8937085626269283,0.0
2.2599102251802536,3.502128385210525,0.602833439466563,0.0
2.0135782214416076,3.330292816523347,0.0586331031206819,0.0
2.273966680696261,2.3061802997180236,1.3630165775506728,0.0
2.0446277331750204,3.541072324830332,1.3625999325936144,0.0
1.1757502041949381,2.857780166248257,1.1055803063172172,0.0
2.416000885168529,2.6784593613253485,0.15790909626434865,0.0
1.8582752746689821,2.5467158850237914,0.03893987104686972,0.0
1.621495616991644,2.4637774388459484,-0.05376780240863161,0.0
2.0592783273747384,3.0507992340191925,0.7968685921672355,0.0
1.9690276306536485,2.3440192920534697,0.1296320267236447,0.0
2.0211826521145433,2.6417742798994963,-0.17922243844682303,0.0
2.4328269791396293,2.706289330556051,0.8533302779141998,0.0
1.7781812977593634,2.937697748689607,1.1688698104012163,0.0
2.4186513864844343,2.6189170199858656,0.21982936797434344,0.0
2.0718574660169113,2.7730493559114646,0.45374753358788256,0.0
2.6918795269036435,2.6813662158003346,0.9376686017696539,0.0
0.9375981932530387,3.1899759148273485,0.46251928321277697,0.0
1.5318857642149932,3.067472995919671,0.0565826854467116,0.0
1.9619042248203178,3.6814320467236263,0.6314911304577445,0.0
1.5622580233502001,2.915678428864293,-0.04849188132563653,0.0
2.4489492888168773,2.1695717754326664,-0.04534263114006734,0.0
1.2375472220293204,3.5024831636160423,0.8906952977628889,0.0
1.6257768759108167,2.388602689201685,0.44169254891501786,0.0
1.4098762238940517,3.5062729710632197,0.8208403253714716,0.0
2.2032439868212257,2.450056938921406,0.8461793516209174,0.0
1.5702924967392053,2.916846433557826,0.5466461163000597,0.0
2.0453510031776485,2.7577228138261782,-0.0684784159917807,0.0
2.017845768102936,4.304936273515639,0.053168674077103906,0.0
2.3947981632429576,2.7377262292886355,0.8077332072615767,0.0
1.9606017705321332,3.406062118055899,0.35860536103218865,0.0
1.862331052702097,3.580688422525912,0.48790019011213775,0.0
2.5955601015304413,2.2878456074270637,0.642868201306379,0.0
2.5230019558514547,2.24228480714314,0.36450608549275454,0.0
2.276391287168275,2.6434004976537957,1.0278293665584606,0.0
2.1702819275903087,4.083359803635087,0.6159734785406893,0.0
2.4726404782744873,2.4799742495920247,1.3224800065290812,0.0
2.0039405904509064,3.5363777801712226,0.21307159047933155,0.0
2.58225318288157,3.6168782647032427,0.5746353074032114,0.0
2.188977855558701,3.190239433522718,1.1776191764924464,0.0
1.9491275430332111,3.825519559512684,0.38283273048767064,0.0
1.6033354316369448,3.7140668635515084,-0.354312692586603,0.0
1.8308707990571533,2.0618394253555907,0.7749548324758239,0.0
1.9107064032449372,2.5890709301198354,-0.037192961386536216,0.0
1.1797584729195971,3.285255334700707,0.4773505582903408,0.0
1.9364862689768005,2.6046915772505637,-0.42077070422435314,0.0
1.5532460246747704,2.669490181662892,0.48306455544922944,0.0
1.7218841485573542,3.481516619644416,0.13458584369504317,0.0
1.6631100995669117,3.10732953192846,0.4336096858332903,0.0
1.5248760341207803,3.4485545066155754,0.34658817566663824,0.0
1.298818123396458,2.9223638375179912,0.36512174666288133,0.0
1.7535936663401315,2.5153326333053316,0.3464999520830644,0.0
2.4852625446615297,2.6019514626619507,0.770551613631796,0.0
2.393197424527199,2.4974637535979287,0.2566553109482134,0.0
2.0342924036711265,2.6268094999252236,0.7284378267596386,0.0
0.3811860134675877,2.9629136700956664,-0.25260837241073253,0.0
3.3615039270905185,3.114035725785519,0.11355448399067442,0.0
1.6608064324812273,2.3888728631204907,-0.23214480425633593,0.0
1.9909207062513719,2.727819378148525,0.3819052892711237,0.0
2.5097308127926965,2.6744811307055616,0.6101749658169593,0.0
2.322108779076358,3.157009096101052,0.5850191771921974,0.0
1.167923486081161,3.0870412927468456,0.4237372508066165,0.0
2.238989530837913,3.1532905143040826,-0.06759109723995688,0.0
1.8241906388467124,2.9055631777627404,0.5357839168485656,0.0
2.3990826105526266,2.77416307280374,0.5242466778484093,0.0
1.5798723467108782,3.12730203348237,0.4050651386017425,0.0
1.5022711161479418,3.0792553130667786,0.7461639382343208,0.0
1.4502325537795855,3.186445346319566,0.4144991428959206,0.0
1.6312638514545288,2.8644528804768696,0.8106715993336393,0.0
2.9498946018242527,3.401859531001901,0.4082843894661786,0.0
2.7915880437752927,2.8771800478620255,0.7659904741773446,0.0
2.3768081059088155,2.260974458443232,0.5991140674995084,0.0
1.3674674340472088,2.804854847091273,0.680099489159939,0.0
2.230821304872265,2.5375398610224766,0.5263872662036327,0.0
2.2819219903104213,3.134272506461437,1.189671339866109,0.0
1.3948934465470224,3.1979322778433494,0.6015524436536082,0.0
2.0142434087311942,2.98994931622378,0.48704453163709743,0.0
2.1298222836492373,2.716835333340348,0.3522446042650053,0.0
2.2642848253905323,2.6068388737658266,0.6093198490342466,0.0
1.6848870591371312,3.2445477953976445,0.5781940358828664,0.0
2.0094788887240638,2.83594080556263,-0.2546038988095672,0.0
1.949741934229188,2.2073331777881955,0.20346364292701155,0.0
1.591063093911399,3.824354031011508,0.10423403056050183,0.0
2.19614441764102,2.631857384063613,0.43284348945207574,0.0
1.3436628277014635,3.1446277405172314,1.1539518592706353,0.0
2.461140750021709,3.6272819991381233,0.14122466257328992,0.0
1.4797611787336438,3.2368115470701055,-0.19433966516856807,0.0
2.0860156775684215,2.3842197961789653,-0.11817216859235732,0.0
2.1511941538136257,3.734425755442504,0.47310904438277535,0.0
2.4786036558413134,2.2152152370351335,0.5992438657402283,0.0
1.4882704076124154,2.07746940799818,0.6803300131528298,0.0
2.4113145976456867,2.672250962016839,-0.21069127503129553,0.0
3.0181072608056208,2.9907063857523695,-0.06686665916805185,0.0
1.6103705489363698,2.841490017026062,0.33556579822002264,0.0
1.920062418319972,2.4885337609929934,0.6173768944055575,0.0
1.9675545902355531,2.8506436511346656,1.1962198978852916,0.0
2.0308431615198335,2.5508842937760656,0.42399546967658724,0.0
1.7911936961630068,2.9935161483460373,0.19867409624998328,0.0
2.094582670797996,3.129241766411483,0.03588411575903311,0.0
2.1748124807698126,3.0069105304632084,-0.059114948336098705,0.0
2.3399483775084953,2.479259606927661,0.649493723405787,0.0
1.7575993061987896,3.0584829391247297,-0.5057775424379253,0.0
2.985322688923998,2.902360613749486,0.2134927105142409,0.0
1.1870490403270137,2.816165137019175,1.30588373696912,0.0
2.2598735056923136,2.8349557321215126,0.946247708986438,0.0
1.8212854073076448,3.0938102188427186,1.1766201860846441,0.0
1.2651999374135792,2.8180188910674877,0.47109787482669097,0.0
0.9590479597699688,2.9200446694355424,-0.15045228850425957,0.0
2.155245792230086,3.2967568815019157,0.5102998540307883,0.0
2.164753240731706,3.1166700140962025,0.20701944414028595,0.0
2.690567224246106,2.5175485428137385,0.5804616527625118,0.0
2.0045422321495954,3.018975603477936,0.4310246693933121,0.0
2.172905816827291,3.1162293145440363,0.9280552470815354,0.0
2.1858151548437226,3.240623685788942,-0.12780282429714826,0.0
1.8564777722029093,3.7523340959084903,0.4368629430733508,0.0
0.8187416064517261,2.4097658892090266,0.38287006209025365,0.0
1.8072861539168605,3.0404153070426236,1.0987173039839486,0.0
2.121418047214376,2.935803748563507,0.40946133800647694,0.0
2.6423111414967027,2.4481616567116182,0.7231481768839185,0.0
1.7174247214199618,2.2128321062281495,0.293978517955386,0.0
1.4120386266091933,3.4645188115130696,-0.33734829394213484,0.0
2.10723259070266,3.5915117746493315,-0.3252430386643016,0.0
2.738008736491646,3.199020220478321,1.007917458574539,0.0
2.2311641806523603,3.6674509146072234,-0.21440984558918438,0.0
2.26467737370645,3.4187681438470796,0.7983218672291506,0.0
2.5390382401961546,2.5481779619611857,0.26764742680625714,0.0
2.024686047905024,2.9732244923382942,1.283222043643851,0.0
2.0771461899264345,2.0835770248044145,0.530558768803434,0.0
1.5763336940230646,3.0307240934700332,0.33566302668422976,0.0
2.168668085189041,2.4967142646275176,0.027034508233807236,0.0
1.8514876111022192,3.134968625630935,0.8809917451062558,0.0
2.288710491955082,2.970565496076891,0.2664115295163718,0.0
1.4680820234169927,3.209423744591765,0.46643628859581204,0.0
1.8908932816795643,3.3125234746988736,0.26742001983110425,0.0
1.6709091099498186,2.6671600328573355,0.7727255756317708,0.0
1.478982486466547,3.471269185309574,-0.14462477684722808,0.0
2.239359251700045,2.5012551775532406,0.4819181880870793,0.0
2.344769976638924,2.949632408345083,0.07467854595895929,0.0
2.1087123621389057,2.1190987385795164,0.7955096410478191,0.0
1.2407308484931194,2.313712659220351,0.5300936600065971,0.0
2.3867045285825945,3.7863568540368124,0.8150391116561859,0.0
2.373704549140758,2.847140820256187,1.2003312360923764,0.0
1.9436990993073868,3.336676663799272,0.36659649220959617,0.0
1.6427371053272029,2.3984178143732184,1.2089332428808566,0.0
2.111480544884603,2.3519149473565757,1.1037423632655914,0.0
1.8403604063465575,4.019791313491942,-0.007340054639396746,0.0
2.2681714378351314,2.241898834969505,-0.24907429798302508,0.0
3.156706285761146,3.5371260909942657,0.7421790674486309,0.0
1.3969794079589652,2.7904322058766287,0.11270337343823972,0.0
1.4416507361392883,2.0838430132832317,1.700724062606534,0.0
1.9361379857953802,3.4273885280704004,0.6751467473070081,0.0
1.7976006837013345,2.9368416503096473,0.4370629301113568,0.0
1.6887711952716806,3.640635691792035,0.7916099575414908,0.0
1.879758369277939,3.2308058215084343,1.1471869915387778,0.0
1.7469462613302875,3.594282902248381,0.8080427484511924,0.0
2.330998991138731,2.994701672932866,0.5036837958838001,0.0
1.9112167889830105,3.532603764898415,0.17601923143942258,0.0
2.4441481404311034,1.9772231079641105,0.406768227373798,0.0
1.821249468305999,2.290645400849707,0.16355735970322477,0.0
2.3800500454276827,2.3997310855145075,0.2680110498414979,0.0
2.0896003899957085,2.77997915689689,1.2594193110885636,0.0
2.1623095568711244,3.580949122294898,0.1946600988223487,0.0
2.298899169794157,2.8600038426973415,0.5790025892801468,0.0
2.751213242351912,3.26962866199733,-0.009553149650476711,0.0
2.6535721340120615,3.3137560102002723,1.3609969107164956,0.0
1.68439081641609,3.394007071416541,0.007233624217763522,0.0
2.7679615822749537,3.2124318335663506,1.3459391811447778,0.0
1.6746519365958885,3.3848926677984497,0.6729003773420641,0.0
2.33492088271688,2.1720246528564062,0.05236685334325879,0.0
1.5134851135407155,2.9996676654147514,-0.010495602162275734,0.0
2.1077873716287656,2.9100472830665782,1.4235533931827247,0.0
1.5056185214346613,3.002820552781601,-0.14362210476543055,0.0
1.7200346254779157,2.818113424802842,-0.3054786235293572,0.0
1.434982805836426,3.0014959004617245,0.6831086547975822,0.0
2.090788769228293,2.8902278331263327,0.8301005420174462,0.0
2.1937274514559904,3.064128669046135,0.6403831394626303,0.0
2.920337177592041,3.090169983244827,0.1343760446370951,0.0
2.098740111483864,3.030860052192293,0.4619357531111489,0.0
2.5758818177109863,1.9810563496856421,0.5908307085653329,0.0
2.260652914536612,3.409719080734126,-0.047169377810514355,0.0
1.728127349396501,3.1182212709372434,0.36362772663833104,0.0
2.6446917065956823,4.511502152570944,0.530787668120041,0.0
2.4905555334213982,3.0456705094742,-0.561518384935784,0.0
2.1171257138387567,4.193595726434553,0.28359022961006786,0.0
2.510431740178607,2.867637640817762,0.8629075622258051,0.0
2.2632655341568344,1.8540662766263043,-0.39131904265071,0.0
1.8052370419226722,2.8908391264170863,0.3235662808086663,0.0
1.7794356489443457,2.882261798614504,-0.20751745853275427,0.0
1.743296045356488,2.8031189679686483,0.4657444909611337,0.0
1.8381033695139033,3.488512471659756,0.965784082530244,0.0
2.4603858904511293,2.9796697969325647,-0.4296399254598946,0.0
1.6893130003461054,3.0447842715669546,1.404011371186296,0.0
0.955204050516016,3.3640765060704085,0.24487886539571282,0.0
2.2057383400407766,2.9270639437000416,1.425303189200277,0.0
2.57500551406833,2.5871763113478075,0.9338091246310065,0.0
2.183546788890283,3.3368343691195204,0.4570429268189016,0.0
2.5235398694827387,3.7485413673900148,0.6046087157181103,0.0
2.167446990279433,3.1747413848331925,0.060617813730071565,0.0
2.498253345690679,3.156941606434678,0.38280943526188854,0.0
2.7649729400764707,3.1462012444571337,0.5695600159610955,0.0
1.2482220923993967,2.8523808252923346,-0.07679728460861504,0.0
1.3513459809885655,3.5451852686013714,1.4568223486516787,0.0
3.033997898380587,2.918809440810595,0.40193327861948064,0.0
1.5450425183633325,2.108991427854979,0.011921319354624302,0.0
3.0364278754774694,3.679079410526484,0.1835536366459026,0.0
1.5512322512426473,3.353224335335427,0.6570380392033339,0.0
1.5798887936562693,2.1871644671126123,0.793537422012489,0.0
2.2836784307709648,3.58234170889153,0.22394690349699775,0.0
2.401058284889982,3.150216818925007,0.5842427328189739,0.0
1.7728388070843097,3.0669617267913187,0.7450604062434413,0.0
1.5754166030535381,2.3281076686926667,0.5180034455914013,0.0
1.8712144723323407,2.190150423834519,0.7146636192586252,0.0
1.5613687582809126,3.2329790206746547,0.5892190939060961,0.0
2.1360511928986625,2.2998438683575597,1.1004235984181394,0.0
2.5775634463651866,3.318180904527129,0.7978339385364909,0.0
1.9690352279824852,2.7729275371526554,0.8328738678607013,0.0
1.115163189352049,2.8295908415118625,0.4943441688438242,0.0
2.2187146638509594,4.3918016372991175,0.40496629248691196,0.0
2.1093020336653443,3.191619452654371,0.9926915426322088,0.0
2.5342243118916725,2.9194111298119383,0.4421062128170865,0.0
1.7499068562451816,2.954982308140436,0.318986586455317,0.0
1.5413819917802793,3.1905319245667014,1.6044471649946266,0.0
1.9990177252233035,2.9126432167967047,0.42121663549081384,0.0
2.1407179390337636,2.7960125040085355,0.3683421454078649,0.0
2.9185497911773655,3.141859433597395,0.3287653110056527,0.0
1.5178336467325526,3.2777653625566057,1.0302973176759185,0.0
2.3848343977339015,2.5102051769863474,0.47103375943776504,0.0
1.81625905001459,3.174052135844273,0.4245491016698756,0.0
2.0639171033297368,2.381135551901648,0.20631150651668959,0.0
2.684334497387085,2.9164477211144915,0.5627665835440001,0.0
2.6392087997617404,2.8188979206162204,0.6068913718092099,0.0
2.4358454538004906,3.572914825186406,0.027442329847955513,0.0
2.9585805236990703,3.937503081009144,0.9984277667967455,0.0
1.8581195761154674,1.8599515010009957,0.5155774416083733,0.0
2.4151286216129098,2.926082509464682,0.6925491342764051,0.0
1.8100994108736908,2.784808345621487,-0.17626189707187084,0.0
1.7043548127821442,3.097081299937319,0.5748460532560781,0.0
2.306709061611725,3.4481926176962587,0.7534694580317447,0.0
2.322528355075437,2.70669522790668,0.40600291523798543,0.0
1.3883799729525703,2.541395614021176,1.0520383799679927,0.0
1.9812253608172528,3.1184578656904467,0.4031624676835513,0.0
1.7462332671036358,2.765429476519694,0.5955933181072585,0.0
1.7665666092707957,2.4458383460308477,0.4100929530735492,0.0
1.9454416832735368,2.554954433120202,0.4314012044583334,0.0
2.5097983574507112,2.7174924899136585,0.47140749744771127,0.0
1.802358010941486,1.8749125034564287,0.5858511062171992,0.0
1.4288422029847694,2.635472472713761,0.12492810174571589,0.0
2.5421881437565057,2.855227062656283,-0.11173960768641439,0.0
1.8846454581457712,2.753294962063066,0.8724426545429996,0.0
1.5517369523647202,2.4807440822620617,0.5127553917021619,0.0
2.1817159145871075,2.260578221417806,0.6449949807731846,0.0
3.044595362855071,4.050461455121199,2.3267625533102914,0.0
2.0072115621688544,2.8837348646887175,0.7602963732505583,0.0
1.9822061401177624,2.8016001200886174,0.9593701063934708,0.0
1.617767667318078,3.8007782352881962,0.8445847094492397,0.0
2.875299571563568,2.8180905502387934,0.3543048037470827,0.0
1.900844534731653,2.757254048692376,1.0213049621256356,0.0
2.0791212096196383,2.7543140163526396,0.7590495042822856,0.0
1.4634168616435352,2.282016740719907,0.26387075838707796,0.0
