beta_0,beta_1,beta_2,sample_size,dist
-6.471588278350341,-3.5014057839874226,2.462725486117662,15,normal
-2.25833513343337,-2.8505370858099894,2.2521451423375183,15,normal
3.2354049655748924,-3.4018441223972724,1.7489029555699316,15,normal
6.014307716875907,-3.398563265737825,1.9813038647901942,15,normal
0.383245006709394,-2.7609288319456446,2.0458518346799925,15,normal
3.092091918887461,-2.171765111085766,1.8754023400445572,15,normal
3.2384149141464906,-2.1420674088036646,1.7694574284810392,15,normal
-0.08677489542531047,-2.2700132631136434,2.1650222946766053,15,normal
1.0930471579396364,-3.9577274199275676,2.073175683511966,15,normal
4.124231327050992,-4.132144470963468,1.9007469965099428,15,normal
0.9979270814377725,-3.388042223037833,2.0202683959620407,15,normal
-0.4793410218252192,-3.1648948793032483,2.1318476749037085,15,normal
-1.936849172140315,-2.7580948579437456,2.131468106648301,15,normal
0.5839249833414555,-3.2715804422757175,2.0413440196176165,15,normal
2.6344606410701377,-3.457637521027357,2.171421444081137,15,normal
4.655449776487826,-3.119058355614049,1.7180857355141494,15,normal
0.9313021081042918,-3.203105330186469,1.9606691474061884,15,normal
1.6899356825331506,-2.8060119756465283,1.9413375572409795,15,normal
2.361579666725654,-2.7514009181233843,2.0519194004434596,15,normal
2.653425070211377,-1.9999190670738143,1.924943156609897,15,normal
3.3951146059867234,-2.665819492691302,1.7040057900160572,15,normal
6.1123026701659935,-3.257853259249068,1.809167743929254,15,normal
0.5347138228049824,-2.887253920531216,2.1061535578400816,15,normal
2.6420815027293267,-2.7938263793082254,2.085184611940986,15,normal
2.368421525566363,-2.6623599415919688,1.9175263205449833,15,normal
3.5919402873478883,-3.1843252432146234,2.2384617983754853,15,normal
-0.4271095250035635,-3.4114961467350615,2.0855527905318496,15,normal
-0.679409874245001,-3.337751169725376,2.226311427212621,15,normal
-2.0737057999914987,-3.514648541039036,2.057493640388779,15,normal
-1.2818700715416795,-2.9952265712328434,2.2269718903358533,15,normal
-0.875064956637507,-3.442955694895031,1.8997706070244582,15,normal
0.49661009306853465,-2.9711870774267806,2.148339828246586,15,normal
0.8528372253970065,-3.728851447338408,2.1964182161809225,15,normal
-1.257276278817846,-2.9459346559124167,2.0510346659132836,15,normal
3.9210334294578377,-2.971705143034235,1.8562494604429078,15,normal
2.6913620099957263,-4.231673146231607,1.866586616687543,15,normal
2.447948426083934,-3.2853012529023795,1.8949134947551003,15,normal
4.774394251271071,-2.399743868623175,1.7253702681107772,15,normal
2.715884722691651,-3.0993507616338816,2.0404981600384744,15,normal
-1.1001569004409564,-3.2819029377991136,2.240091687371378,15,normal
-2.3954871573297707,-3.1627232671877055,1.9718560413607233,15,normal
-1.5427999367516918,-3.0809552401203817,2.0218399486372336,15,normal
-0.6473187360237791,-2.869985102856053,2.1874018042732954,15,normal
7.969854382618876,-3.412713201711163,1.7288883813301776,15,normal
4.605703695297426,-2.849326387360264,1.811290073338729,15,normal
0.9315567225262629,-3.387592702613387,1.8165147773919006,15,normal
-2.474574519983463,-2.1438998076572893,2.467476466463383,15,normal
1.1363028405692042,-2.9932850752079525,1.9781120858250991,15,normal
-1.0242831672610706,-3.423778171858601,2.042604115299425,15,normal
8.768639298467706,-3.976430803053418,1.5018359172434463,15,normal
-0.4166764631724007,-2.3563770934492845,2.156933174918985,15,normal
0.6252692649347185,-2.6387492227754756,2.0326990441909984,15,normal
5.082492459290043,-2.9308761189534964,1.7752522330793972,15,normal
2.091878079219164,-2.1817489234298546,1.9712612236949778,15,normal
0.9632370059427928,-2.70638939424865,1.9413145885332825,15,normal
-0.20408364770256315,-3.3541899121699026,1.951607637364805,15,normal
1.6110181850262895,-4.262873064460351,1.8601911247673,15,normal
2.019289393623673,-3.088709548457866,2.0484085470982816,15,normal
1.2685333636328031,-2.784230461928804,1.9818729484230588,15,normal
0.6132446629517048,-2.8478500669295523,2.1904191320031328,15,normal
-5.464770509434976,-2.445850768407423,2.3664539684742927,15,normal
-0.5053118962603227,-3.2575149795417087,2.1306797031188243,15,normal
2.2146878368377503,-3.3997988376022557,2.2118002377143413,15,normal
3.096864302658533,-3.41262711792105,1.9778386464100803,15,normal
0.9331753835901044,-2.998203548081556,1.9181071687572242,15,normal
-0.2890648390048378,-3.2421597533852395,2.2368203603812926,15,normal
-0.8050313008378764,-2.370973477200324,2.0459100427517765,15,normal
-0.5038040765734482,-3.092224269513139,1.9609848287561475,15,normal
2.829843465405547,-4.1213176360894614,1.9619144906804868,15,normal
2.670910188484233,-3.2181778911886108,1.942584012112212,15,normal
-2.0454884401990947,-3.6032008537665425,2.079240565666343,15,normal
-1.0504533757795942,-3.2920019602647677,2.1049046676935523,15,normal
2.291730319791453,-2.7819738782542474,1.8546714680713927,15,normal
-0.25942093344189754,-3.136357342866332,1.8569646462657126,15,normal
-0.02736475207074296,-2.5829080166613614,2.1267801340524306,15,normal
-1.3068258859401056,-3.4324752747395304,2.1417991645012187,15,normal
1.936973802827226,-3.3866785116913176,1.8631986594742633,15,normal
0.6132613131331515,-2.721590030054151,1.9755579612648835,15,normal
4.318624033659144,-2.4652396831600587,1.6892390538800053,15,normal
-1.5686427155249538,-3.491407201605519,2.235385883521901,15,normal
-2.4652746341788845,-1.9612124913069926,2.316807581589809,15,normal
-0.9150047511775139,-2.928273092354562,2.0235616133116086,15,normal
0.17262074114547676,-2.5626692200263976,2.0061749329579173,15,normal
1.9365108630776473,-3.296955632042974,1.936880692204297,15,normal
0.5644817295880156,-2.7212016402171737,2.0269700519020564,15,normal
-0.042641240817220094,-3.433609904895524,2.021233695581718,15,normal
4.470953478614274,-2.1744101934142934,1.8285149704616055,15,normal
2.1367161098580616,-2.2690617417113037,2.066456674285307,15,normal
1.067972969832218,-2.415242748892043,1.8342123873088239,15,normal
0.1662584721193876,-4.014878505454996,1.9125849641193136,15,normal
-1.2041831977053257,-3.1674243939616735,2.0872419849504857,15,normal
0.3905053469961417,-3.565578779511897,1.9978969304706626,15,normal
-0.4515106042180004,-2.9194856735125505,2.112431405968973,15,normal
-0.5863121404935379,-2.513317605104269,2.2027137261716203,15,normal
-0.35917961856691294,-3.1386389949706848,2.1010756107352706,15,normal
3.0841840295493874,-3.696400610526484,2.01686276950096,15,normal
2.8868252313193032,-2.1045506472262527,2.0176040942510585,15,normal
0.5962207799318451,-2.65884061792549,1.710032249217181,15,normal
6.126622407240832,-2.4577046530720037,1.6427432769127583,15,normal
3.968895837785511,-3.131652378517818,2.008814914281969,15,normal
0.7343318630398841,-2.7879486981335924,1.8952598556481823,15,normal
5.425900132367262,-3.01224937419901,1.5337571570168484,15,normal
1.6495047461327492,-2.0835193005783568,2.271720781807857,15,normal
-2.256203022203957,-2.1305690961646166,2.15365936484527,15,normal
1.2831451692431037,-2.860040416725332,2.0160431967475403,15,normal
1.7805186608936996,-2.7050625632418694,2.0982625626450258,15,normal
2.8295436738262123,-3.6194875374085873,1.958971872715487,15,normal
-0.9129628022399832,-2.5871164017268087,2.0497958452544194,15,normal
1.3331455879360656,-2.1422331665858194,1.9410684440042218,15,normal
3.317986637026583,-3.033608353638589,1.8016078397062747,15,normal
-5.717769592253074,-3.2166868946493783,2.4316751171592483,15,normal
2.1928898013697,-2.1820386117690207,1.7319695243323285,15,normal
1.6372739938737428,-3.3325541519151165,1.979889292274424,15,normal
1.0361244088304753,-2.7096219947580704,1.7911006615033043,15,normal
-1.5356235066139874,-3.5477251435880635,2.0460542651664597,15,normal
0.4436326653607572,-3.6865153238561046,2.1282119016934686,15,normal
1.9752424598547438,-2.397598089114899,1.9740260253547899,15,normal
-0.44545590130361656,-2.4972080100554703,2.0992804804337037,15,normal
1.6035548155014065,-2.8876904385448037,1.9541574807082682,15,normal
-1.1098634330769,-2.3014839116142007,2.086263904294682,15,normal
2.800778581274081,-3.398936363086047,1.8244453042470932,15,normal
-0.38487001810800114,-3.206702651699944,2.3065144979521213,15,normal
5.251793274614326,-2.5725571899997957,1.9858585746206447,15,normal
0.9934863715244049,-4.767976025467103,2.045970295366249,15,normal
3.4154757028463525,-3.507893572138905,1.8454779694382872,15,normal
2.080259111541238,-2.6850280179010206,1.8974302001056276,15,normal
3.442159316013484,-3.394967864127655,1.6487382532057724,15,normal
-1.7060438097087922,-2.4467952077569275,2.213159126659337,15,normal
4.18950250513894,-2.430866495113537,1.8209111067686439,15,normal
0.6562771472150601,-3.954442649140155,1.882400857630338,15,normal
2.8272986281719215,-3.2931666108596365,1.9030822907800098,15,normal
1.0561939331365195,-2.9526445671707924,1.9185981136423436,15,normal
-0.18808085476657843,-4.176583082314906,1.8176924925714912,15,normal
3.432040977916143,-3.279582241864777,1.8218086420571495,15,normal
-0.005267463681221329,-2.7859871225083643,2.2409223115297685,15,normal
-2.0573315672733967,-4.5908276407446,2.317235595680346,15,normal
-2.0439067149848174,-2.648152376933056,2.068817692204041,15,normal
-0.29665411995884616,-3.3084316115776637,2.174504323910976,15,normal
2.3518657157719565,-2.6797962880047463,1.8678184669177536,15,normal
1.8145612677261127,-3.2437523039912435,2.092521703096478,15,normal
0.8462273446626614,-3.501048818177215,2.031539072370842,15,normal
-0.3228631305068501,-3.0628045574041924,2.008289897909893,15,normal
-1.5082006751009105,-2.7079226633911673,2.354472772309604,15,normal
2.2670800987750406,-3.647725133953164,1.9051192822950116,15,normal
0.541564849273183,-2.974961863034321,1.8157395700476227,15,normal
-0.3212524669903827,-2.5092489825815862,2.352147210461747,15,normal
-0.15095909219541337,-2.7660513159375193,1.9823166286755298,15,normal
0.8700706935416138,-3.3922427819503866,1.883085171006552,15,normal
3.2092113297300005,-3.310480294294427,1.5982711082285828,15,normal
5.664483033251335,-3.1170524069291945,1.713401522322253,15,normal
0.9759323781330473,-2.2047662442735265,2.0431997246515676,15,normal
-2.213007128280645,-3.4924339231447563,2.371067022996181,15,normal
1.4943566937221018,-2.9048738541712913,1.9472382537056905,15,normal
4.886471946385397,-3.272132348469322,1.8127994637295477,15,normal
0.2508731046302346,-3.376605049846694,2.204993611596887,15,normal
0.5922203567593445,-3.5533222931635406,2.059933902941968,15,normal
1.646795739792064,-2.7384917604954047,2.0826376773103674,15,normal
-1.4049254658802215,-2.828591756283048,2.1941234303679833,15,normal
0.4657552763056163,-2.8329279717613316,2.090288461199346,15,normal
4.346015730120325,-3.716859513360323,1.673195137079453,15,normal
-0.004640999296605219,-2.5858017013468366,2.1501251217568282,15,normal
-0.7288454034415857,-3.4633500961915265,2.086671574652428,15,normal
2.3699731693533637,-2.4656989228948034,1.9746164401225021,15,normal
-1.1128197015363381,-2.663570820397105,2.0257918844734193,15,normal
2.609674140137643,-3.16600890073211,1.9690252917344908,15,normal
3.1564976182491824,-2.9869345288095417,1.7795570124701827,15,normal
4.013532597100184,-2.5864727745317366,1.5780376331018924,15,normal
-0.25070176795787313,-3.607633243875255,2.1673848584384467,15,normal
1.4497845297682677,-2.6491599136134156,1.9263669529965153,15,normal
2.207642592718003,-2.7592701282995655,1.958573351622567,15,normal
3.993777148523776,-2.5624761536041305,1.8085029323006372,15,normal
-2.7159745173462033,-2.4990604986813545,2.2360437153586568,15,normal
4.175745647277284,-1.950967363862473,1.6546595444398837,15,normal
2.684316344158958,-3.3661148082981254,1.9864481138284094,15,normal
3.8175543793782176,-3.364311158088909,1.8362388698085212,15,normal
-2.0012023217309167,-2.877969262887543,2.275665940810465,15,normal
-0.10299350082533998,-2.5955331395237438,2.2341218165571464,15,normal
2.506225076141863,-2.5312518620206443,1.9644243649364435,15,normal
-0.1532364860560742,-2.839028120822368,1.9523560162265436,15,normal
-0.9128272708231107,-2.102373936466748,2.1564720977387335,15,normal
3.3961271683686136,-2.9624775571505464,1.8581326176457469,15,normal
-0.5741358580379896,-3.117921732476165,1.7956910457918749,15,normal
2.867632637931439,-2.317745814308953,1.915635259683186,15,normal
-1.0431884250046581,-2.4023053648785404,2.023238328199633,15,normal
-0.7269619622120915,-3.9720482738895613,1.9978422844725325,15,normal
-1.7607522922012184,-2.9298607277594853,2.300476426901614,15,normal
0.1730091474032096,-2.845798961575066,2.0487896688967773,15,normal
4.849171575388547,-2.8358696809955743,1.6489776168515344,15,normal
1.615167927352807,-2.819281577329591,2.1429665279147687,15,normal
-0.6171632462394043,-2.914173503524472,2.095445490513233,15,normal
2.0531525495892446,-2.415054843360078,2.028040781121244,15,normal
0.8410473786845678,-1.8446109464360978,2.1628682200029625,15,normal
1.7267958461079747,-3.0930914032370276,1.7668139911450211,15,normal
1.0178174853776727,-2.7362162140164004,1.9042700563848634,15,normal
-3.8896256174852546,-3.3468106360214476,2.345627331584946,15,normal
0.01633963902839186,-3.3858443591610365,2.113135831288996,15,normal
4.863657630724714,-2.680491591708752,1.685692002673999,15,normal
-1.1938253024257395,-3.0024914464454753,2.100554367942209,15,normal
1.2431020452360493,-2.9682230603919755,2.0591408414823187,15,normal
-0.6520705335045052,-3.0081701604662308,2.196365616302091,15,normal
-0.03443295350869158,-3.1823272407093177,2.1272164104819735,15,normal
2.519354899002134,-3.668126677512653,1.7087536179420755,15,normal
0.7095499189619519,-2.8789712693224563,2.1640327114418865,15,normal
5.374431303707652,-3.4957244345066645,1.5307776348620667,15,normal
5.362455390980185,-2.8502821950596298,1.4486507055054314,15,normal
1.5984041986747233,-2.986106032086837,2.0164580630698055,15,normal
1.5030496012739514,-2.4203733720399154,2.0114327300502284,15,normal
1.0955117353461419,-3.2534660889770075,2.046630067090163,15,normal
2.357922759050921,-2.9989833135468604,2.044012294422563,15,normal
4.101469613291588,-3.299840536988028,1.8436568775293667,15,normal
-1.2743344528351352,-2.813352517805413,2.0192361141934483,15,normal
-4.877761885394527,-2.292000419862696,2.4155322688776466,15,normal
3.756594498007623,-3.4028923623265257,1.9739541009251353,15,normal
-0.09427909803363832,-2.1403343522898237,1.9945638404582753,15,normal
-0.9546595870990968,-2.9374349667599926,2.27192890355341,15,normal
3.461874521424017,-2.884750539076267,1.9212024313598473,15,normal
4.456906359571469,-3.5396536883077596,1.6828116782680314,15,normal
1.5166424393547686,-2.6146342147784947,2.038732937096959,15,normal
-2.6664804981793955,-3.0976602242028375,2.262080440153718,15,normal
1.7572732234069814,-3.7440218050803122,2.210171998250749,15,normal
-0.9334603214762691,-3.1871348456915665,2.2405442859563336,15,normal
2.9082930440554744,-2.844814367434339,1.768913508671361,15,normal
5.740534223675638,-3.0432328027699196,1.9615141599104384,15,normal
-1.8708499918929578,-2.7258079104734754,2.0620985448655773,15,normal
1.3819497857079086,-2.5292263277891593,1.8287348836128667,15,normal
-4.458135268988078,-3.3831443369298184,2.470689847074725,15,normal
1.0266885127457832,-2.6066543508981512,2.150973657660059,15,normal
1.2133560820274427,-2.9607026215356584,1.9562999968845087,15,normal
-2.537623959034049,-3.116545574947561,2.3257373236752072,15,normal
1.5910577176403122,-2.996242931794009,1.8758652357007954,15,normal
2.726367454473003,-3.108118687801767,1.8022388268967744,15,normal
1.1148929381368309,-3.1673228150412736,2.0272094106934815,15,normal
1.2820656609741619,-2.3691678421044045,1.8535279304052528,15,normal
3.1387710473621184,-2.8441369208777116,1.8833236028960534,15,normal
2.411703733788865,-2.5154229691218153,1.9749096035360525,15,normal
4.337696918645522,-3.1351800704841954,1.6098816127051507,15,normal
3.429148499575993,-2.8620936352212247,1.9059880642927398,15,normal
0.12620863619624112,-2.989978747882787,2.200172252463089,15,normal
1.2541134473234936,-3.500854020580379,1.8959132123443876,15,normal
2.576091238637092,-3.1969361631388127,1.8240061676214752,15,normal
0.35609790136827035,-2.6704254437427086,2.064040927292817,15,normal
3.0270315688268594,-2.9755009403340624,2.0833007256827973,15,normal
1.733411485966102,-3.343631058399567,1.654778723780793,15,normal
2.5082131469964306,-2.5521463483684848,2.0791459855064205,15,normal
0.4065351889228963,-2.0249319294297035,2.20202301597344,15,normal
-0.6247909443615733,-3.474685158011624,1.966414819184131,15,normal
1.4644675582629758,-3.1987692754079653,1.870004420637871,15,normal
-0.9711698944255427,-3.170821741590647,2.2206564536147066,15,normal
-0.13231885175028957,-2.5504651760070653,2.1579611353273553,15,normal
0.3534524825441381,-3.4547741105194043,2.0842061846585263,15,normal
-2.380466698122294,-2.6880510266864843,2.179437834425903,15,normal
-1.0435228664580167,-2.4990864942001836,2.0768938156042207,15,normal
1.7483254741734662,-2.9353376603901107,2.056089262416246,15,normal
-0.061312045518572056,-2.2443912337763745,2.1307686912029418,15,normal
1.8225765130802043,-3.6295964588004823,1.9673639587985332,15,normal
2.7370153710089564,-2.63745000027374,1.907779011250268,15,normal
2.332108491806445,-2.564767148498311,1.7820161110742894,15,normal
-0.7085111703599907,-2.743952151951775,2.1334209178752017,15,normal
2.2009670235727405,-3.4069020231058413,2.0260472769791753,15,normal
1.2376232417821074,-3.1981669330662217,2.030675682983945,15,normal
2.1514766835813637,-3.2347332153419774,2.076184064664432,15,normal
0.31171079882026387,-3.464517880998806,2.0412323080817654,15,normal
-1.2962229597401675,-1.8954724976087243,2.0639016690490033,15,normal
-1.8402930928879937,-2.5166312288112977,2.1926380495832056,15,normal
6.040246523427925,-3.223430782597135,1.8051039653650829,15,normal
0.9961004609167314,-3.120741348081421,1.7145617745344435,15,normal
-0.025432693787672545,-3.331664422874992,1.7881816422545904,15,normal
-3.0007879994950053,-3.611005652203243,2.2137481339895957,15,normal
4.0760804055240465,-2.8328633222109625,1.6507945513144426,15,normal
-0.37893461204631373,-2.5659025953319423,2.0698348804396955,15,normal
0.13507906795388802,-3.339234884959274,2.3661658330330364,15,normal
1.3986841729626054,-3.2603213223188514,1.9830789238042468,15,normal
-1.4134331166553666,-2.427147976400084,2.097553656295427,15,normal
5.7102611943084405,-2.388222083663976,1.7939948501421816,15,normal
2.03693448031823,-4.3673788239471385,1.879247882841933,15,normal
-1.679728693679443,-3.1543851866245207,2.1182024440478155,15,normal
-0.7975246782302787,-2.412939398310705,2.346694004704595,15,normal
3.260131144587406,-4.342474975704407,1.8226381023732445,15,normal
0.6167104767328073,-3.052133601670052,1.9484852042704275,15,normal
1.0699592236829893,-2.46183928129163,2.0591519510845977,15,normal
-1.9358368820365248,-3.1187434735032356,2.1247551888039884,15,normal
0.133553560330973,-3.2132921516760318,2.053100305213679,15,normal
-2.542807785915448,-4.01196635399426,2.0293512461096173,15,normal
-0.06187973767521893,-3.969332354946933,1.9057814327003952,15,normal
-1.360227614459232,-2.994335910788599,2.210372992377672,15,normal
-0.5808345211944683,-3.2756728362481735,1.9649199369871515,15,normal
1.1118018084597607,-3.872588888386451,1.9859566673794076,15,normal
2.6643618392122934,-3.1376894180918313,1.7907992553579204,15,normal
2.8739194360336793,-2.478426212977053,1.768593663348586,15,normal
3.7553827977319743,-3.755480940461704,1.8525802676824192,15,normal
-0.061158767110736534,-3.196788963217667,1.9640645945097126,15,normal
1.4223221304777125,-2.4649069700442627,2.0238511116460267,15,normal
0.05311355433926179,-2.591284594442498,2.0841008818518127,15,normal
7.086625878974794,-3.003882993865214,1.6549806578805968,15,normal
0.5094200034669636,-2.541831852002315,2.1071986722100724,15,normal
1.6897388479007893,-1.8185371871691043,1.954401167495043,15,normal
-0.4226899164321596,-2.647521349195595,2.0575377103581824,15,normal
0.41247810034640064,-2.554205829348162,1.9705489420890414,15,normal
0.3435817377933308,-2.3521558593040695,2.060051346402444,15,normal
0.7888915324925763,-2.084694586286847,2.0155247151097258,15,normal
0.9070198527081419,-3.010183473323898,1.815654610306904,15,normal
-0.500201718615854,-2.9062215644649902,1.9342262819454332,15,normal
0.21666263110312522,-2.787630549986822,2.0612372361241493,15,normal
0.23616831433498842,-2.9090276990903097,2.2770602650064315,15,normal
4.192593860476576,-2.933119636176284,1.7866808383974577,15,normal
-1.5973198302971716,-2.3733680751077206,2.056213438308994,15,normal
3.2480837026414386,-3.6681847820939706,1.8162880482571429,15,normal
-2.9340140100237457,-3.1777534467946573,2.0517617841209788,15,normal
-2.018755795495338,-2.9911210100442625,1.9052267543505983,15,normal
-0.7241106643478799,-2.9586707901858555,1.9490207296403343,15,normal
5.769826434206932,-3.6845864962444304,1.6772501316719186,15,normal
2.49293833986012,-3.1968256903789807,2.0164249015207814,15,normal
-0.03125678105004592,-2.7949862142536563,2.201195343843054,15,normal
1.0254107162171924,-1.79782510871831,1.8681580125960804,15,normal
-0.9490845968808621,-2.422983263015037,2.132007258457937,15,normal
-4.773451218827212,-3.538382526103509,2.1994708374816643,15,normal
1.0111772618508392,-1.94208825476314,2.133473128797875,15,normal
0.6163821074077216,-2.8807813404963993,2.0890220437838702,15,normal
-0.586562880164935,-2.643674795757862,2.0278013299175397,15,normal
